,raw,kk,normalized-stress,minopt,sheppard,sheppardscale,ratios,kruskal
grafo11197,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11200,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11204,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11207,"['stress', 'tsnet', 'random', 'twopi', 'neato', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']"
grafo11214,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo11216,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11217,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1122,"['stress', 'random', 'tsnet', 'twopi', 'neato', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'tsnet', 'twopi', 'neato', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo11222,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11238,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo1125,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo11268,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11278,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo1128,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo11295,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
